EGR,phi,P,Tin,T,u,dF,CH4,CO,CO2,H2O
0.2,1.3000000000000005,450000.00001,390.00001,1734.1956576490966,0.02846339226279129,0.001098688368321891,0.00012321331253144324,0.06485801635383548,0.3002114174983252,0.10618258777476207
0.2,1.3000000000000005,400000.00001,440.00001,1769.9970203417931,0.0382606026591659,0.0010588654440600656,4.066186596202196e-05,0.06577233115234134,0.29901190999329225,0.1065878974835649
0.2,1.3000000000000005,350000.00000999996,490.00001,1807.1350252224156,0.05213425392361113,0.0010030058172535385,4.512817987582861e-06,0.06633996580724211,0.2981962312720805,0.10694957679111135
0.2,0.7,350000.00001,490.0000099999995,1623.529716652271,0.05678581014248209,0.0007755810189516215,2.2120941855864957e-16,1.4470249348778086e-05,0.34637192803048916,0.06456857502516192
0.25,1.3000000000000005,350000.00000999996,390.0000099999995,1647.6500565147817,0.020784668039857984,0.0018235075966098041,0.0005147741249727691,0.05919303543147895,0.35630632864050693,0.09815609695894138
0.25,0.7,300000.0000100002,440.00001000000043,1501.5042913609764,0.027498847107905292,0.0015261131498805253,1.3754554058669478e-14,3.479550848742928e-06,0.4001025403358231,0.059268351472927645
0.25,0.7,450000.00001000025,490.00001000000043,1540.303496486025,0.03147984901975047,0.0010307709578017588,2.3566727935006056e-14,4.9281893132424685e-06,0.400029199954973,0.05929106545911794
0.25,1.2000000000000004,450000.0000100001,490.00001,1776.2771279184828,0.03889113936397102,0.000980145841220724,1.0037857814788887e-10,0.0420591305577777,0.37571779148453116,0.09483052313838193
0.2,0.7,400000.00001,490.0000099999995,1623.569619854642,0.052383215335735436,0.0007360142563604496,4.788103318195294e-16,1.349283083599293e-05,0.34638802343993874,0.06455264059379147
0.25,1.2000000000000004,450000.00000999996,440.00001000000043,1738.5086294501214,0.029387870396077573,0.0011526393495184793,5.8472617844335e-09,0.04192781236878771,0.37600691065011627,0.09460807614550376
0.25,0.75,350000.00001,490.00001,1601.6975615302224,0.04415811300875447,0.0009570110886035053,5.187753306316172e-16,1.4450151114398254e-05,0.40434277958180936,0.0633576177520874
0.2,0.7,400000.0000100001,440.00001,1584.3830910313075,0.03750571935930905,0.0008964776666967701,6.269412472133144e-16,8.0286737869052e-06,0.3463607745269141,0.06457232573052078
0.25,0.7,350000.00000999996,440.00001000000043,1501.3678517066467,0.025371728294160747,0.0014245154744765528,8.31796681276479e-15,3.150834059273184e-06,0.4000996297303241,0.059269599813591894
0.25,0.7,400000.00001000013,440.00001000000043,1501.390699379379,0.02375113999711517,0.0013356058859761214,1.3984420656969209e-14,2.9460124734668076e-06,0.4000944032673435,0.05927540214591232
0.25,0.75,450000.00001000013,440.00001000000043,1562.783621494461,0.027833854493019446,0.001040276951150048,9.503577122489238e-15,7.456183052093783e-06,0.40434452164176216,0.06336229453461784
0.2,0.7,450000.0000100001,440.00001,1584.4547361707637,0.03517054171189062,0.0008525080058518958,5.443925950888764e-16,7.5751912694474235e-06,0.34639529351713755,0.06455281834314676
0.2,0.75,450000.0000100002,490.00001,1688.265887333805,0.06057272538064964,0.0005825345157317876,4.4674052202669396e-18,3.112020371649897e-05,0.35105542502235887,0.06901019300520772
0.25,0.7,350000.00000999996,390.00001,1463.2093418165098,0.017704974431067305,0.001754909458289908,7.292587399381222e-14,1.758452734725829e-06,0.4001434452624638,0.059272807012911384
0.25,0.7,450000.0000100001,440.00001000000043,1501.2211434050862,0.022458843447645004,0.0012595558010397973,2.0157946016744564e-13,2.809495402098409e-06,0.40005845964107234,0.059291890484186587
0.25,0.75,400000.00000999996,490.00001,1601.7068529316894,0.040939162177141046,0.0009054394629882566,6.994291282294204e-16,1.33862532450561e-05,0.4043422813317702,0.0633524555777832
0.25,0.7,450000.00000999984,340.0000099999995,1425.5799633288912,0.010769796065890756,0.0019062674711042287,7.940245614101734e-13,8.417999248912055e-07,0.40018332344993,0.05927752212454171
0.25,0.7,400000.00001,390.00001,1463.071987986782,0.016620836820742228,0.0016424825846547216,1.053390215449887e-13,1.63738087402698e-06,0.40013705454371806,0.05927709384587655
0.25,0.75,450000.00001,390.00001,1524.723370743464,0.019882896871851925,0.001257858855235847,4.7279662570390115e-15,4.331049994951999e-06,0.4043812095284038,0.06336046094074639
0.25,0.75,450000.00001000013,490.00001,1601.715861503336,0.03847278956070819,0.0008596147671153615,7.091299754658237e-16,1.2577808254569119e-05,0.40434652173589813,0.06334421025280344
0.2,0.7,450000.0000100001,490.0000099999995,1623.5640889130061,0.04890927813156755,0.0007015808495951147,1.186667336908268e-16,1.2657421302578432e-05,0.3463795107900704,0.06455630762903729
0.25,0.8,450000.00001000013,490.00001,1661.0983407618048,0.04521184760172162,0.0007463135614288916,1.4721503945776543e-17,3.008124415641897e-05,0.40853451857323464,0.06740963543445258
0.2,0.7,450000.0000099999,390.00001,1546.4523442104885,0.024907712627964925,0.0010356364553053663,6.983303487547477e-16,4.4877599165637855e-06,0.3464432901509416,0.06455548821861644
0.25,0.7,450000.0000099999,390.00001,1463.1717392487067,0.01575161039780998,0.0015444821578895088,1.0854452845220131e-13,1.5437674817958896e-06,0.4001461928077049,0.05927565451953353
0.15000000000000002,0.7,450000.00001000013,490.00001,1708.89692303155,0.0767353522250549,0.00047991471260612543,2.23164252283256e-19,2.9078218705580205e-05,0.2903397454221247,0.07005649067547734
0.25,0.7,400000.00001,340.0000099999995,1425.4688262937918,0.011359670623462909,0.002028717383165965,7.407714347656816e-13,8.952831554469774e-07,0.4001705651874246,0.05927693354917246
0.25,0.8,450000.00001,440.00001,1622.9757538502643,0.03295709216132501,0.0008953105233472851,4.3451187302886876e-16,1.8708166013086705e-05,0.4086140219040104,0.06738507682617774
0.25,0.7,250000.00001,490.00001000000043,1540.4157222532267,0.043406941265089795,0.001326198135281212,6.730594415262874e-16,6.832761472655035e-06,0.4000537962967573,0.05928090091952375
0.25,1.2000000000000004,400000.00000999996,490.00001,1776.023542785877,0.04068674555755737,0.0010411080105079404,5.376127133327182e-11,0.04219619225647586,0.37561574748400894,0.09483506669748688
0.25,0.8,400000.0000099999,490.00001,1661.4441910123637,0.04840389833650717,0.0007826841478963526,2.2108422784498665e-17,3.215967686309294e-05,0.408589984749471,0.06738969203347675
0.2,1.2500000000000004,450000.0000100001,440.00001,1801.7083698437893,0.040445708490088716,0.0008882438336477009,3.275683967319352e-07,0.05544093528969973,0.31050840502873445,0.10457189251190717
0.2,0.75,450000.0000100001,440.00001,1650.3476896627383,0.04410819643511146,0.0006966423530707887,1.1728452703727562e-16,1.9704159394726354e-05,0.35119792209766876,0.06896782129989516
0.25,0.75,450000.0000099999,340.00001,1487.5222095283127,0.013954231680081678,0.0015224540207407634,7.557945230110548e-13,2.5575863753464607e-06,0.4044667404585983,0.06335080584609135
0.2,1.2500000000000004,400000.00000999996,490.0000100000004,1838.897705198076,0.056505983950893617,0.0008015761988444802,8.831951641461958e-11,0.055984069249852796,0.309821653630334,0.10486649216992608
0.2,0.75,400000.00000999996,490.00001,1688.5977299281517,0.06513079209795625,0.0006098128893373577,3.701493933995441e-18,3.317640188764375e-05,0.35109867459675553,0.06900408343371726
0.25,1.2500000000000004,400000.0000100001,390.00001,1672.6816346765092,0.02148904737218654,0.0015473129867108336,0.00013756982357251431,0.05137518740244429,0.36530121501752716,0.09654380129728803
0.25,0.75,400000.0000100001,390.00001,1524.9473607023133,0.021010864496742034,0.0013341720687808,7.644271179472829e-14,4.705586433695432e-06,0.4044283055869041,0.06334370711803947
0.25,1.2500000000000004,350000.0000100001,440.00001,1708.4119875677131,0.028986744695950802,0.0015058294298183588,2.1864158935694855e-05,0.05221957792502576,0.3641832246101863,0.09691597288883186
0.25,0.75,350000.00001,440.00001000000043,1562.7701846966631,0.03162778660841036,0.0011672685365728963,5.7327126062048095e-15,8.621779271602436e-06,0.40434399570244,0.0633681916505957
0.25,1.2500000000000004,300000.00001,490.0000100000004,1745.7884203254519,0.04037548176431305,0.0014049193445714132,6.413001552960259e-09,0.052687268820669333,0.3634945646709694,0.09726507212324324
0.25,0.75,300000.00000999996,490.00001,1601.6661511333489,0.04843169977216956,0.0010168468911909388,2.640215509951939e-16,1.6002444867121765e-05,0.40433558218270504,0.06336680200818003
0.25,1.1500000000000004,450000.0000100001,490.00001,1806.6481456971117,0.04388821723555997,0.0008408192514962952,1.269401354854784e-13,0.03162001864197839,0.3880107864628259,0.09227037798710286
0.25,0.8500000000000001,450000.0000100001,490.00001,1719.3970095904488,0.05116040864227116,0.0006746392802164177,1.0496640184406634e-18,6.967234861491957e-05,0.4127201809630174,0.07141790094799903
0.25,1.1500000000000004,350000.0000100001,440.00001000000043,1768.8573569418897,0.03698849361409061,0.001117494445536117,9.42497883972577e-13,0.03153313674371304,0.3882168435510276,0.09219545233479381
0.15000000000000002,1.3000000000000005,450000.0000100001,440.0000100000004,1862.7317001813597,0.05512105675163444,0.0006915498460880414,9.799670909729133e-07,0.06885428480937027,0.24423618998033483,0.11389454813916224
0.15000000000000002,0.7,450000.0000100001,440.0000100000002,1670.1683983202622,0.05572942310953191,0.0005736761426185685,1.7038747006903427e-18,1.840013168863824e-05,0.2903534497654844,0.07006845456671931
0.2,1.3000000000000005,450000.0000099998,340.0000099999995,1700.131797726627,0.021468801727813652,0.001235850652217088,0.00030183336238993354,0.06354448369249975,0.301891868329202,0.10564764978085263
0.15000000000000002,1.3000000000000005,400000.00000999996,490.0000100000002,1899.7793790708563,0.07616335512085431,0.000636699499650342,8.444810559771821e-09,0.06937681957584621,0.2435370608067001,0.11420894482441676
0.15000000000000002,0.7,400000.0000099999,490.00001,1709.088351603558,0.0826303812942377,0.0005027380355386609,1.8417923605324475e-18,3.093798261864649e-05,0.2903546514494965,0.07006070455785707
0.2,1.3000000000000005,400000.00001,390.00001,1734.2240456351003,0.02913911564378562,0.001204380434448598,0.00013082364065364224,0.06491008703139725,0.30018767880595026,0.10617835290046002
0.2,0.7,400000.0000099999,390.00001,1546.1009243655403,0.02649407853923439,0.0010944113633071693,8.062563972114231e-16,4.733459164056518e-06,0.34639861487427925,0.06457141987435275
0.2,1.3000000000000005,350000.00001,440.00001,1769.835047345841,0.03963613649179441,0.0011620272963491643,3.984409479159199e-05,0.06587398683239104,0.29890933871846787,0.10663832769492916
0.2,0.7,350000.00001,440.00001,1584.541269940474,0.040553900107872305,0.0009456559229254752,4.812946057273541e-17,8.591261654109e-06,0.3463804178353908,0.06456785039579127
0.25,0.7,350000.00000999996,340.0000099999995,1425.2648701889998,0.012087110448871369,0.002175240905036798,6.407390994219196e-13,9.662518235926527e-07,0.40014023763160883,0.059284519421996605
0.2,0.7,300000.00000999996,490.0000099999995,1623.546286077725,0.06257053655574181,0.0008231581145749131,8.664797833440495e-17,1.583981384940849e-05,0.34637814425391145,0.06456952775851844
0.2,1.2000000000000004,450000.0000100002,490.0000100000004,1871.9430864609985,0.06329100613209651,0.0006268951953858548,3.459874133514489e-13,0.04500243581441149,0.3222948071842195,0.10262141380842163
0.2,0.8,450000.00001000013,490.00001,1751.9304873590604,0.07221164065394028,0.0005038146322797059,1.763993290291673e-20,7.273445149157676e-05,0.35578895705453095,0.07337589124265752
0.25,1.3000000000000005,300000.00001,390.0000099999995,1647.3223698063923,0.02137045904084494,0.0020631434055056754,0.0004891077042481064,0.05941095569878827,0.3560847452244457,0.0982082936624632
0.25,0.7,300000.0000100001,390.00001,1463.1268503963543,0.019114364178539487,0.0018908958911677775,5.931152162528459e-14,1.9218884650025552e-06,0.40013526521914133,0.05927256843914105
0.25,1.2000000000000004,450000.0000099999,390.00001,1701.4901358919826,0.02228716764028356,0.0013251630276056175,1.0194853801836984e-06,0.04170674175714983,0.37638441794927235,0.09443815628926157
0.25,0.8,450000.0000100001,390.00001,1585.0878608748897,0.023780140002761428,0.001075345353239832,1.217199826846659e-16,1.1348079123967134e-05,0.40861511483918106,0.06740008605642307
0.25,1.3000000000000005,250000.00001000008,440.00001000000043,1680.8588995399978,0.029383949576913055,0.0020657411347465514,0.00020811082866879722,0.06135418139903936,0.3537502548802196,0.09889103880348193
0.25,0.7,250000.00001,440.00001000000043,1501.432889363445,0.03043034608341838,0.0016474694885270282,3.93612249040047e-15,3.845672554594607e-06,0.40009429930493945,0.05927397603983252
0.25,1.2000000000000004,400000.0000100001,440.00001000000043,1738.4414212196327,0.030394658338651744,0.001242369133197413,1.4693625721386857e-09,0.041919432816970914,0.37603025011559477,0.09464565644930643
0.25,0.8,400000.00000999996,440.00001,1623.0283482269708,0.03512777666153375,0.000942322983306458,2.157409895590919e-16,1.990278455938107e-05,0.40862865531549086,0.06738772351389007
0.25,1.3000000000000005,200000.00001000002,490.0000100000004,1715.993187595637,0.04213714984321459,0.0020132523974391112,6.087830698804136e-06,0.06282485995562154,0.35192161509921116,0.09953512140933798
0.25,0.7,200000.0000100001,490.00001000000043,1540.7332190071352,0.05000778602689795,0.00143990566630188,1.11903190315793e-16,8.0200439434672e-06,0.4000958368798064,0.05926757384578933
0.25,1.2000000000000004,350000.00000999996,490.00001,1775.8938834444675,0.04342771710213368,0.0010996282116893157,2.5771581236978386e-11,0.04230990363014065,0.3755058262308814,0.09489688725058665
0.25,0.8,350000.00000999996,490.00001,1661.5240477311488,0.05253571037801045,0.0008244949148456606,1.0002608286562876e-17,3.461075235238275e-05,0.4085909513670914,0.06740304033774419
0.15000000000000002,1.2500000000000004,450000.0000100002,490.0000100000002,1934.337034954729,0.08648317355177443,0.0004943250716177986,1.104729663336703e-12,0.05881205757249547,0.2550795062409934,0.11241676081931572
0.15000000000000002,0.75,450000.0000100001,490.00001,1778.3344011229358,0.09537712783014944,0.00040121445142565483,4.202814420552768e-20,7.007845727921947e-05,0.2956490992873731,0.07483049055569999
0.2,1.2500000000000004,450000.0000099999,390.00001000000043,1765.230333692822,0.03057725120742772,0.001021163454214446,9.805197453762357e-06,0.055057042983062875,0.31112914714275786,0.10431699888517587
0.2,0.75,450000.00001,390.00000999999907,1612.1754723572735,0.03163187985561469,0.0008393156358953725,1.1035498908224024e-17,1.2125123064548935e-05,0.3512114626596648,0.06896831866799925
0.25,0.75,450000.00000999996,290.00001019234907,1451.19070451404,0.009516129147834418,0.0018475640359287553,2.746677535220925e-13,1.4123477810056773e-06,0.40452158234940877,0.06335116116380744
0.25,0.7,450000.0000099999,290.00001018896484,1388.3577446114343,0.007137640979454516,0.002378555626694512,6.134284928289113e-12,4.547803145977756e-07,0.4001819263181877,0.059290062467466625
0.25,0.7,400000.00000999996,290.00001018896484,1388.6122062605425,0.007536545719882177,0.002527664791687604,5.211989043225671e-12,4.954618843946863e-07,0.4002250030522647,0.059268390251502524
0.2,1.2500000000000004,400000.0000100001,440.00001,1801.8242075564453,0.042106768155743664,0.0009523908548265586,2.8055750123027863e-08,0.05549251229898681,0.31051311445035457,0.104573705804022
0.2,0.75,400000.00001000013,440.00001,1650.3923544953004,0.04735266106321419,0.000730462113562899,3.3300479360324346e-17,2.0914521935933428e-05,0.35122726935598614,0.06896581658890431
0.25,0.75,400000.00001,340.00001,1487.7415437006937,0.014706225020256642,0.001619903550184668,3.651561789651249e-14,2.6535185255021964e-06,0.40449303852046214,0.0633343590133178
0.2,1.2500000000000004,350000.0000100001,490.0000100000004,1838.9480804175885,0.06062582783314544,0.0008454053640013827,2.0012081230935398e-11,0.056122658143018166,0.30968060717816276,0.10498237420424338
0.2,0.75,350000.00001,490.00001,1688.8107862342206,0.07090926346375001,0.0006425457847815272,2.9431006179822715e-18,3.567862723642107e-05,0.35112854821906925,0.06900083165828519
0.25,0.75,350000.00001,390.00001,1524.9158983848272,0.022430684263708832,0.0014232606496142734,2.6737989141203913e-15,4.929822637869061e-06,0.40442938592293237,0.06334279938569479
0.1,1.3000000000000005,450000.0000100001,490.0000100000002,1994.9630777940517,0.11386868043230218,0.00040574883860354597,2.594495650498635e-11,0.0712002810486199,0.1888820033749406,0.12084867616102792
0.1,0.7,450000.0000100002,490.00001,1796.947553471547,0.11894618140002584,0.00033683039493920085,1.7510913669472432e-20,5.9422108918306646e-05,0.23178970132693677,0.07580737541612483
0.2,0.7,450000.0000099998,340.00001000000043,1508.7022112282202,0.017323905822576154,0.001262585354071074,2.0136325312589604e-13,2.6248863719036586e-06,0.34647920445751834,0.06455338885974292
0.25,1.2500000000000004,300000.0000100001,440.00001,1708.0812996237103,0.030293795967358886,0.0016681002879330598,6.2662577204475065e-06,0.05234030321486834,0.36403307861707385,0.09701568690705221
0.25,0.75,300000.00001000013,440.00001000000043,1562.8023950524134,0.03452580717938111,0.001243528324604963,3.867636765519712e-16,9.156854419673974e-06,0.40433954869744326,0.06337308692293579
0.25,1.1500000000000004,450000.00001,440.00001000000043,1769.2279317823475,0.03233928864162711,0.0010170932910862007,2.189517492148574e-12,0.031269114176261034,0.38844683153551024,0.09212320744105125
0.25,0.8500000000000001,450000.00000999996,440.00001,1681.4121866216794,0.03739571358970963,0.0008050559016212975,7.521198161581603e-18,4.473174394796178e-05,0.4127829498466365,0.07140481866936133
0.25,1.1500000000000004,400000.00001,440.00001000000043,1768.9743984700253,0.03419225255869039,0.0010694692183119917,1.7780047916982535e-12,0.03141036986007393,0.3883335453708127,0.09213290970797738
0.15000000000000002,1.3000000000000005,450000.0000099999,390.00001,1826.155906623771,0.04176104218595097,0.0007913993730735013,9.453803060868493e-06,0.06842361828697814,0.244969668924169,0.1135295085429106
0.15000000000000002,0.7,450000.0000099999,390.00000999999975,1632.193938323437,0.0398368772557087,0.0006902099664353343,4.2833623915150476e-17,1.1507735188467484e-05,0.29043152399819055,0.07004989951765596
0.2,1.3000000000000005,450000.00001,290.00001017287474,1668.1045113965633,0.015899085407509866,0.0013827016049153507,0.0005731275497609521,0.06172937432065741,0.3040516109178659,0.10507157505693351
0.2,0.7,450000.00000999996,290.0000101318109,1471.8393221188398,0.011767049828804091,0.0015450252306676508,8.096322826598644e-14,1.4855105201605566e-06,0.34658227214118353,0.06453079325775155
0.25,1.2500000000000004,250000.00001000002,490.0000100000004,1745.4409974515877,0.04410065511939866,0.0015195740298807494,1.0911054948448053e-09,0.05288374940693447,0.3633348996464637,0.09731420703860384
0.25,0.75,250000.00000999996,490.00001,1601.7027696562293,0.05434629316870379,0.0010895004692927535,1.3259333395695443e-17,1.715850849702263e-05,0.40432496957983627,0.06337762683114823
0.25,1.1500000000000004,400000.0000099999,490.00001,1806.761456713174,0.04706401848456764,0.0008743329602427767,8.32029944384913e-14,0.03167193734963266,0.3879985567663168,0.09228520360718571
0.25,0.8500000000000001,400000.0000099999,490.00001,1719.5482387567354,0.055080444125646354,0.0007060433371500637,1.0930250891786218e-20,7.387746578600545e-05,0.41271498646930554,0.07143540321689958
0.15000000000000002,1.3000000000000005,400000.00000999996,440.0000100000004,1862.547438505766,0.05733990010216363,0.0007446748545029002,1.9987000103611226e-06,0.06896491603957773,0.24418106278293364,0.11388921658355251
0.15000000000000002,0.7,400000.0000100001,440.0000100000002,1670.213342040286,0.05998844314234039,0.0006004319546467423,1.0639660341677468e-19,1.9519634242521906e-05,0.29035229421212094,0.07007715530420741
0.2,1.3000000000000005,400000.00000999996,340.0000099999995,1700.1332336869227,0.0219238591622555,0.0013591563927645935,0.0003092528868141874,0.063630975100773,0.30180370899335873,0.10567623687360811
0.15000000000000002,1.3000000000000005,350000.00000999996,490.0000100000002,1899.6906688424704,0.08149523513483799,0.0006764171977291071,5.436044968817109e-10,0.0695809090399372,0.2433633237517606,0.11428537274908998
0.15000000000000002,0.7,350000.00000999996,490.00001,1709.0926549873388,0.08993679697772584,0.0005305690976800667,2.7759374947136366e-19,3.306828498960734e-05,0.29035022818176426,0.07007190540435519
0.2,1.3000000000000005,350000.00001,390.00001,1734.1285359150904,0.03004526823728786,0.0013294978755791914,0.00013196795705263563,0.06501022970989692,0.300100573497831,0.1062023348789975
0.2,0.7,350000.00001,390.00001,1546.340588622064,0.02851585813395147,0.001157479287628422,9.98335977972054e-16,5.081005978038862e-06,0.34643665518011063,0.06455657163647656
0.2,1.3000000000000005,300000.0000100001,440.00001,1769.4264023432606,0.041542633478383245,0.0012848254773049738,2.344836722342859e-05,0.06606348328809408,0.29878465993015413,0.10664228910546675
0.2,0.7,300000.00001000013,440.00001,1584.5598914060454,0.044566882912865154,0.0010032608066179642,9.665312225225897e-16,9.587149329226998e-06,0.34637934802545006,0.06457851513018048
0.2,1.2000000000000004,450000.00001,440.00001,1834.5203009028025,0.046366237257667066,0.0007576867796919466,2.8083425916822458e-12,0.04475003370049669,0.3226544989101074,0.10241711771177983
0.2,0.8,450000.00001,440.00001000000043,1713.9313109120667,0.05306530080859034,0.0005954289502315608,6.416647975286825e-19,4.749916426896576e-05,0.3558526627872893,0.07338092365259985
0.2,0.7,250000.00001000002,490.0000099999995,1623.5493979001903,0.07041760882275663,0.0008831884812859688,2.6381894779673927e-18,1.7099819608181634e-05,0.3463733065297297,0.06457664882383352
0.2,1.2000000000000004,400000.0000099999,490.0000100000004,1871.89815572194,0.0682612003362744,0.0006504418624507099,8.19199039543903e-13,0.045153731791943943,0.322171106369709,0.10270271243299242
0.2,0.8,400000.0000099999,490.00001,1752.0120071921538,0.07778828022329361,0.0005285725954688417,2.3795538816720627e-20,7.725760028534329e-05,0.3557841923805971,0.07339819780742708
0.25,1.3000000000000005,250000.00001000002,390.0000099999995,1646.6812998962528,0.022193759493195946,0.0023705884242746196,0.0004464692490072661,0.05975821496902111,0.35569815732782517,0.09831753997687488
0.25,0.7,250000.00001000002,390.00001,1463.0035194260126,0.021013827792539897,0.0020541666930484407,3.692627498771961e-14,2.1935899448557447e-06,0.40011065589574185,0.0592823444245371
0.25,1.2000000000000004,400000.0000100001,390.00001,1701.497523392916,0.022856264928868684,0.0014452061012016023,1.3835628821679156e-07,0.041723634634728654,0.3763797260163895,0.09445259408640845
0.25,0.8,400000.00001,390.00001,1585.0000544818151,0.025184684947526573,0.0011375760857144724,3.4258610455340023e-15,1.2133313943579608e-05,0.40862418081292756,0.06740249016937772
0.25,1.3000000000000005,200000.00001000002,440.00001000000043,1679.8694758907075,0.031381894976366766,0.0023907355636160767,0.00014242758898587015,0.061801391430047835,0.3532766639646032,0.09902561649424634
0.25,0.7,200000.00001000002,440.00001000000043,1501.5317204444086,0.03482115261120013,0.0017944841695477572,1.6267599205694612e-15,4.743841535033887e-06,0.4000974238757207,0.05927763870972447
